Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV56,OUT035,1881.21557692164
FDT59,OUT046,3805.8586343509
FDB23,OUT046,3774.71543326234
FDR49,OUT045,717.240245033964
FDB03,OUT010,586.19937529037
FDN39,OUT045,2619.06517240498
FDX02,OUT027,5850.61621229367
FDQ16,OUT027,2806.57369841739
FDU35,OUT018,1382.22340424293
NCT29,OUT013,1968.93559918096
FDZ27,OUT046,748.681995729873
FDN57,OUT017,2339.18547959171
FDA03,OUT018,1975.70014205473
FDZ36,OUT045,2920.3187426854
NCU05,OUT013,1302.55069767654
FDT39,OUT018,2133.89942148894
FDK60,OUT017,1634.50909955417
FDZ25,OUT017,2893.84992881998
FDG12,OUT046,1985.98520728964
DRB01,OUT019,492.867031852013
NCC43,OUT027,6693.70759060903
FDX13,OUT019,718.076447942322
FDM22,OUT049,886.525000830424
FDJ03,OUT027,1280.39750342823
FDU14,OUT018,3394.34522139169
FDB33,OUT010,384.670250461011
FDP27,OUT046,3098.64068053407
FDO38,OUT010,192.347691941194
FDE28,OUT027,6150.79776576387
FDO27,OUT035,1638.67592741956
DRL23,OUT027,2838.7393157612
FDS28,OUT046,881.279510382042
FDX24,OUT013,1468.46754806623
FDZ02,OUT035,1608.74667837891
FDL46,OUT045,1814.41895006234
FDS60,OUT027,4736.72511724116
NCO06,OUT017,536.542265943987
FDO16,OUT035,1379.76131942816
FDC60,OUT049,1465.65446575463
FDA48,OUT018,3081.83574764207
FDZ36,OUT027,5004.55018931062
FDK27,OUT045,1882.13415885895
FDW23,OUT018,527.770063258
FDM14,OUT018,1546.71736910193
FDM14,OUT013,1743.2945122185
FDW60,OUT018,2497.65087243595
FDE21,OUT013,1874.9633467534
NCM42,OUT035,1830.24474648041
FDY59,OUT010,213.700985702238
DRI49,OUT049,1346.50558920144
FDT28,OUT019,300.761142906293
FDQ22,OUT018,537.984304056978
FDR60,OUT049,1255.21053605763
FDC50,OUT019,242.534245062171
FDV24,OUT013,2414.91398671341
DRF48,OUT010,470.572841202757
FDQ47,OUT046,604.878622477296
DRN36,OUT049,1613.72600159264
NCY06,OUT035,2153.48514144598
FDE52,OUT035,1486.8470959587
NCB54,OUT045,1984.6873572966
NCF31,OUT035,2572.69164742384
FDJ08,OUT027,5088.69944315736
NCC07,OUT017,1745.91067026191
NCD19,OUT027,1408.65591218283
FDL46,OUT049,1972.22075420209
FDM20,OUT045,3872.92525882051
NCI06,OUT010,419.363522057801
DRM11,OUT035,4431.44224430638
NCH07,OUT018,2185.81885476472
FDS23,OUT013,2096.42913324385
FDO49,OUT018,659.334705001466
FDS35,OUT049,1092.11775849562
DRK39,OUT045,1239.7312392261
DRI39,OUT049,938.190437876519
FDV04,OUT017,2603.33795819996
NCN14,OUT035,3118.12660653539
FDH08,OUT013,3734.41917255896
FDS20,OUT046,3000.74052153223
FDV40,OUT049,1212.81392904607
FDZ48,OUT010,242.752472930974
FDS24,OUT027,2329.03056650528
FDK44,OUT049,2910.51269538063
FDS48,OUT045,2323.73562047438
FDK26,OUT010,533.993458331396
FDD23,OUT045,3042.53983348245
NCH54,OUT017,2678.13414613546
NCP14,OUT010,231.180149923683
FDM60,OUT010,94.3686219063758
FDV24,OUT017,2515.89828495698
FDH08,OUT018,3237.14043700225
FDS12,OUT027,3391.41113270267
FDR39,OUT027,4829.26690709751
FDP12,OUT027,966.076764482503
DRF60,OUT027,6328.63917360148
FDC09,OUT035,1767.80630473457
FDF50,OUT018,2803.72318870184
FDG28,OUT035,4145.64607988256
NCE19,OUT017,909.934601934608
NCM53,OUT010,264.75791744016
NCN18,OUT049,1815.01738467295
FDF32,OUT035,3420.27152446726
FDF11,OUT013,3962.40564670808
DRI59,OUT049,3764.56645095245
NCG54,OUT035,2862.48217380463
FDM44,OUT046,1641.7792221841
FDT57,OUT018,3297.00874617137
FDV24,OUT046,2434.89628837258
FDI50,OUT019,706.647108501615
FDS09,OUT035,871.461580972474
NCC31,OUT027,4097.56052329159
FDQ07,OUT019,648.90217191746
FDC22,OUT017,3248.00755045802
FDZ56,OUT046,2772.46297714752
FDZ40,OUT019,95.9907476285842
FDS46,OUT027,3170.26304573592
DRD24,OUT045,2172.58942288566
FDV45,OUT017,3155.35578205768
FDL26,OUT045,2450.13496079473
FDA56,OUT018,1700.17715577742
FDN27,OUT046,1914.45588799083
FDM20,OUT049,4117.32633531852
FDO16,OUT017,1334.77153790803
FDL03,OUT035,3399.70066758084
FDE58,OUT046,1874.01490529205
FDI02,OUT027,3021.21722470547
NCC55,OUT019,80.6677628745561
FDR03,OUT018,2928.63986274215
FDB14,OUT017,1572.3866991396
FDR45,OUT013,3863.67847633083
NCN07,OUT017,2165.42111834734
FDM51,OUT019,261.628709920188
FDT52,OUT027,6507.82831383418
FDL26,OUT046,2536.27126799475
NCZ42,OUT046,3857.18746252198
DRI47,OUT019,345.425269843815
FDW40,OUT013,2224.91675583396
FDN34,OUT046,2776.50687287587
FDS01,OUT035,3062.50355103688
NCG55,OUT045,1785.00591939363
FDC11,OUT035,1486.94733495692
FDX35,OUT018,3250.28930032903
NCB06,OUT046,2630.1055878028
FDR09,OUT019,665.729331971479
FDC53,OUT017,1555.81611667115
FDY45,OUT013,4134.07386703474
FDA22,OUT010,432.487827352276
FDE02,OUT035,1631.82127304685
FDW21,OUT045,1582.52464516488
FDV34,OUT046,1201.12926027559
FDS59,OUT049,1859.25203930638
NCW17,OUT017,2135.38408677449
NCK54,OUT046,1866.6861316573
FDG17,OUT019,588.174876768388
FDG35,OUT017,2977.74656359732
FDD08,OUT010,82.0024233334136
NCO07,OUT017,3552.56253904536
FDJ10,OUT010,373.857196789797
FDW36,OUT017,1726.98770803931
FDW21,OUT010,252.695410629103
FDY19,OUT017,1980.10887147437
DRE03,OUT013,719.51327444614
NCC55,OUT049,619.197011051464
FDH52,OUT010,129.203440678083
FDO09,OUT017,4531.56506006507
FDU43,OUT045,3839.3945498974
FDX09,OUT010,405.521885512786
FDH40,OUT019,179.795495834658
FDW58,OUT017,1728.26533504377
FDC47,OUT017,3792.88555596747
NCR41,OUT035,1597.35084320867
DRG49,OUT035,4171.58092517722
FDC52,OUT027,4026.82581999655
FDY13,OUT046,1213.06152018389
FDY35,OUT013,716.021160809922
FDI35,OUT017,3064.73694858145
NCU18,OUT049,2328.8537233562
FDY33,OUT018,2225.52747017697
FDC15,OUT027,4123.40128881017
FDU01,OUT049,3186.36714326455
NCU42,OUT046,2711.77580455601
NCV29,OUT018,2492.86151208976
NCY30,OUT017,3034.03151731936
FDQ46,OUT049,1845.07411490374
FDG58,OUT027,4132.28961021027
FDK33,OUT017,3572.78748473339
NCD07,OUT045,1768.61222723421
NCX29,OUT027,3861.30723791114
NCT42,OUT013,2355.60526173656
DRN59,OUT035,769.292615785287
FDI44,OUT035,1335.24722610182
FDA45,OUT049,2963.54626926642
FDP31,OUT045,1028.54357030449
FDY01,OUT046,1900.12733972248
FDT09,OUT018,1861.22417074298
DRH03,OUT027,2468.25183663873
FDA36,OUT018,2573.24774101193
NCF31,OUT017,2547.03433474931
FDG14,OUT049,2589.88100901613
FDG28,OUT027,6531.67382217643
FDU14,OUT049,4104.84250381134
FDY47,OUT019,368.576938989598
FDI56,OUT049,1506.95542673654
DRD01,OUT013,909.036573718679
FDM22,OUT046,889.926477688926
FDH33,OUT013,665.771072322971
DRZ24,OUT013,1885.51305708116
NCQ38,OUT046,1700.91210983928
FDO16,OUT027,2183.38691556942
FDU07,OUT027,3995.01333091187
NCB07,OUT013,3104.75676915836
FDU48,OUT045,2032.02558882173
NCM43,OUT045,2561.65429796284
FDR31,OUT010,386.464286498864
DRK49,OUT018,562.639048375649
NCI30,OUT010,587.143902988371
DRD60,OUT017,3008.98159304035
NCG19,OUT046,3810.1017870484
FDH12,OUT035,1756.42681478051
FDM32,OUT035,1555.15585559553
FDM27,OUT035,2679.75108615881
NCU53,OUT027,4432.64758881359
NCQ18,OUT046,1591.63866447948
FDS10,OUT013,2861.61202110355
FDB33,OUT027,4191.55157225137
FDI12,OUT013,1374.48899968618
NCW42,OUT013,3548.92134766869
NCC06,OUT018,1749.36855625795
FDW02,OUT017,2057.06215483408
NCD43,OUT017,1723.00147975741
FDM57,OUT018,1159.02289067742
FDA58,OUT017,3980.65277119151
FDK56,OUT046,3035.70057313273
FDP52,OUT045,3589.14211413594
FDW20,OUT018,1712.66635888365
FDS52,OUT049,1606.16981582952
NCT29,OUT018,1669.92239330589
NCL54,OUT013,2810.44561468513
FDC05,OUT045,3061.03225427307
FDF34,OUT035,3389.463782323
FDP03,OUT027,3342.95636360489
FDD32,OUT010,221.771141647732
FDZ10,OUT045,1965.80112774571
FDZ40,OUT035,880.629809473617
FDD51,OUT018,580.516782396907
NCY30,OUT019,425.431116142119
FDP58,OUT017,3635.48229034133
FDV49,OUT017,4517.30571060283
FDY24,OUT019,130.732301013041
NCO55,OUT017,1788.8022238742
FDR13,OUT017,1987.6995090964
FDS51,OUT017,1027.29915595743
FDP26,OUT045,1574.66244185178
NCB54,OUT027,3452.85448219002
FDF32,OUT017,3328.89704411077
FDN31,OUT018,2642.22399913794
DRM48,OUT017,593.771159280206
FDN20,OUT049,2827.40850184782
DRL01,OUT046,3843.20317319723
FDV56,OUT049,1802.02716916234
DRH13,OUT027,2849.96919219733
FDA03,OUT017,2401.7898110777
FDF47,OUT027,6016.73470539297
FDX32,OUT046,2406.30590630354
FDX57,OUT049,1612.24018348236
NCA30,OUT045,2944.52007751219
FDO49,OUT013,760.486053055573
FDL04,OUT019,206.008046252472
DRM48,OUT035,621.230108285352
FDR16,OUT013,3372.42762705265
NCC19,OUT018,2671.59111202477
NCE42,OUT045,3680.01043460071
FDY24,OUT017,910.853460655206
FDH19,OUT049,2947.26543314253
FDJ46,OUT013,2761.77945506721
FDN45,OUT010,564.751417480861
FDY08,OUT035,2408.96990215997
FDZ37,OUT035,1499.21889687519
NCT30,OUT045,723.82835732626
DRY23,OUT018,582.922750608663
NCZ30,OUT018,1665.41993057681
FDC44,OUT018,1581.97831039125
FDB45,OUT035,1770.36888090232
FDY04,OUT013,2565.87387041043
FDM27,OUT046,2609.4777964975
FDZ43,OUT017,4140.37218730091
FDT39,OUT019,410.575907584842
NCC06,OUT019,294.832849130856
FDL15,OUT027,4080.42907917123
FDL57,OUT017,4378.94668743736
FDU08,OUT046,1594.3409952461
FDK40,OUT017,4342.77182353982
FDQ12,OUT010,575.639123157421
FDS48,OUT017,2508.40906438763
FDP09,OUT045,3307.37312273267
FDW21,OUT049,1649.12212587593
FDY25,OUT035,3131.21505279727
DRE13,OUT017,1413.08902152976
FDV43,OUT019,103.311308271639
FDD22,OUT045,1722.59858368031
FDM46,OUT019,219.444866030455
NCO30,OUT010,434.821941712093
FDM25,OUT046,2752.78070487599
NCN41,OUT049,2052.90705476484
FDU24,OUT045,1454.34345040295
FDZ50,OUT046,2961.14135221825
FDP45,OUT013,4118.05884056909
NCM54,OUT045,1934.72174081402
FDW10,OUT019,421.483483677472
FDP20,OUT017,2125.55045313785
FDK32,OUT046,2483.18651165825
FDN52,OUT049,1428.49638261394
FDM58,OUT045,1745.37298917474
FDZ46,OUT027,2930.90824654327
NCA18,OUT018,1605.15583454694
FDD35,OUT046,1992.77624068479
NCK31,OUT035,829.925257403845
FDI40,OUT027,2647.40576418941
FDT50,OUT019,212.912515518235
NCT06,OUT046,2659.18264407056
FDT31,OUT035,3204.21589650004
FDT45,OUT049,867.59392727389
FDT13,OUT045,2953.37722085599
FDO50,OUT045,1422.0227221477
NCU18,OUT010,307.815816855242
NCR54,OUT049,3230.35995200444
NCO18,OUT018,2444.07137718846
FDU09,OUT045,876.8289061114
FDT13,OUT018,2656.40750505515
FDE09,OUT046,1815.65879499271
NCK53,OUT019,252.470754205734
FDG45,OUT049,3594.61670044358
DRH15,OUT035,737.720313842467
FDO21,OUT019,629.129768137709
FDD14,OUT027,4956.11456059904
FDC09,OUT046,1678.22495669983
FDH45,OUT027,1156.09548490665
FDV32,OUT046,1047.5046646235
FDG12,OUT035,2037.80671083245
FDS32,OUT013,2294.80007734456
NCL55,OUT018,3512.83139570472
DRE01,OUT035,4170.431869534
DRE15,OUT049,1238.16607758663
NCL42,OUT045,3848.18735536297
FDP31,OUT013,1032.04839979379
FDN33,OUT018,1296.44876520536
FDZ59,OUT046,2713.98636284996
FDE45,OUT010,460.775144807279
FDJ07,OUT013,1891.5781403072
FDQ45,OUT018,2611.2346813193
FDM33,OUT027,5858.38107325554
FDO15,OUT010,187.001073916541
FDM46,OUT013,1464.39523273263
FDR03,OUT045,3285.91934495408
FDY49,OUT018,2375.75510794761
FDQ60,OUT045,1856.32649516025
FDW10,OUT049,2944.14600640165
FDO51,OUT049,741.310587708059
FDJ40,OUT018,1481.96673809785
FDS20,OUT018,2548.05705046344
FDU45,OUT013,1817.94761087257
FDV02,OUT035,2797.56011026395
FDN09,OUT046,3941.52669680499
NCM55,OUT027,4977.78928091801
FDN23,OUT018,2062.6289912767
FDY31,OUT010,366.538717105268
FDW03,OUT010,280.926877264696
FDD14,OUT046,3036.34267031318
FDV23,OUT017,2106.52962961221
DRI03,OUT045,2665.18530304098
FDN13,OUT035,1628.76286628709
FDF45,OUT027,1595.8600568792
FDU46,OUT035,1483.7539124075
FDB57,OUT049,3805.45873241391
FDV12,OUT049,1656.9748804441
FDQ58,OUT013,2404.49155903565
NCA18,OUT017,1915.65238070383
FDH52,OUT049,999.000880783539
FDM24,OUT018,2110.0019420267
NCP43,OUT027,4843.33433468335
NCO18,OUT019,404.146648477896
FDM32,OUT017,1516.85451895004
NCL07,OUT017,621.529593218517
FDK03,OUT013,4044.93671165145
FDP59,OUT017,1741.7784093368
FDQ24,OUT049,4176.56534623607
FDQ16,OUT018,1456.11921450388
FDU44,OUT013,2613.73129607195
FDH28,OUT010,76.9179364387739
FDV28,OUT019,72.2941942824054
FDM22,OUT045,836.722720751501
FDR56,OUT046,3253.61418152839
FDV39,OUT049,3289.94129008599
FDU37,OUT019,224.964368843221
FDQ11,OUT010,784.581790653189
FDX02,OUT045,3424.79256631079
NCS42,OUT018,1256.41449177255
FDY57,OUT027,2533.03790037807
FDB21,OUT049,4070.07494153419
FDE28,OUT017,3832.1188482045
FDQ55,OUT017,1920.33833688199
FDA48,OUT049,3717.29175277973
FDZ19,OUT045,2737.57541753844
NCC43,OUT045,3956.35145923934
NCV18,OUT046,1310.11445504381
NCA42,OUT018,2191.99333203458
FDY45,OUT046,4203.8377550594
NCC30,OUT045,2755.20193838268
FDM57,OUT013,1369.62899523175
FDL09,OUT010,440.859786203589
FDB09,OUT027,3316.00554287239
FDT44,OUT035,2014.95746718676
NCT06,OUT027,4343.89285652261
FDX26,OUT049,2971.77935109066
FDK32,OUT013,2491.26931734422
DRA12,OUT046,2302.06911868981
FDO46,OUT010,497.281789901769
FDE52,OUT013,1361.08079599083
NCH42,OUT045,3586.498144303
FDV08,OUT035,710.707883211589
FDB47,OUT018,2944.3805024072
FDC28,OUT010,210.36944043931
FDD22,OUT046,1836.34580526599
FDS07,OUT027,3073.24304764108
DRI13,OUT045,3394.30945221066
FDG32,OUT018,3135.2361481549
FDU14,OUT017,4085.08497243723
FDD28,OUT019,104.447986148551
NCP41,OUT017,1830.3938802016
FDS08,OUT049,2927.82007292044
FDX47,OUT045,2534.88693517935
FDC53,OUT019,196.960202380882
FDQ19,OUT035,4215.63742724071
FDL14,OUT045,2487.29229071265
FDM33,OUT019,574.69685725628
FDA51,OUT045,1729.16171042371
FDZ27,OUT018,644.939598760471
FDT04,OUT046,644.148977149961
DRC13,OUT049,2089.37703011078
FDR16,OUT027,5704.37996980718
FDQ03,OUT027,6403.88239806738
FDE38,OUT035,2879.48418325287
DRH23,OUT027,1508.75291136195
FDT11,OUT019,551.975439267291
FDD09,OUT035,3084.19284266237
FDR40,OUT045,1246.62758162228
FDX07,OUT017,3135.1904664957
FDR07,OUT035,1637.25783865778
FDA51,OUT017,1864.54549716242
FDT59,OUT019,655.822576166413
FDF20,OUT017,3281.52304734034
FDR13,OUT045,1828.81209167727
FDY26,OUT049,3482.34324910942
FDW04,OUT017,2120.18446505281
FDK52,OUT017,3721.63262259296
FDN60,OUT049,2597.0682301894
FDM09,OUT019,455.67409910578
FDP46,OUT049,1450.18994703615
FDB50,OUT019,200.104223731063
NCQ29,OUT049,4384.54898567326
FDP16,OUT027,6461.25503980941
FDX33,OUT018,2257.66658693548
FDP07,OUT010,505.521420493181
FDN22,OUT046,4150.70809772848
FDF39,OUT049,4335.4398402316
FDS21,OUT017,1012.11996010599
NCM42,OUT013,1682.60890044645
FDK50,OUT019,448.052013464959
DRF13,OUT027,3911.25746069296
FDH35,OUT018,2307.24152222584
FDP60,OUT018,1355.48657852094
DRJ49,OUT027,3446.85176119677
NCT42,OUT019,349.855305738059
FDE38,OUT049,2841.29820543863
FDI04,OUT049,3294.0838242738
NCH54,OUT045,2434.53321697695
FDT56,OUT049,989.78346754236
DRD15,OUT018,3140.6683891009
FDV58,OUT013,3113.93125046953
FDP21,OUT049,3143.82112434093
FDH05,OUT013,3725.63992155335
FDR10,OUT027,4290.22604213356
NCP06,OUT045,2294.43511473271
FDF33,OUT049,1884.47077357544
DRK37,OUT013,3031.94585673345
DRH49,OUT045,1305.39872964936
FDT58,OUT013,2666.26828443915
FDD41,OUT018,1418.55636715333
FDP40,OUT018,1503.28365366915
FDM51,OUT027,2731.62553151246
FDO45,OUT010,213.094229064246
FDW33,OUT010,241.871699034651
FDY24,OUT045,843.550266820466
FDB10,OUT010,615.361188602908
FDM40,OUT035,2343.58534338341
NCI06,OUT017,3003.58882269475
FDW12,OUT019,375.125566387161
FDX48,OUT027,4154.07456517806
NCW05,OUT027,2847.23685457543
FDX27,OUT017,1549.63349348271
DRM37,OUT045,3080.0402525804
FDA38,OUT045,3681.66596552098
FDR36,OUT046,650.676671478847
FDZ45,OUT046,3241.60462727239
FDG05,OUT017,2608.23876189371
FDK28,OUT013,4077.38091037134
FDV47,OUT045,1348.72686202552
FDN21,OUT045,2485.99021853708
FDP20,OUT027,3381.37857925388
FDI35,OUT045,2858.02387821777
DRY23,OUT013,693.49115562281
FDA56,OUT017,2053.69124504456
FDB09,OUT013,1980.94502915975
NCO26,OUT027,3094.10586260369
FDQ49,OUT018,2128.76289523123
FDI52,OUT027,3186.18676121212
FDZ44,OUT027,3120.59792941156
FDZ09,OUT018,2283.25944831459
FDY03,OUT049,1899.06865513214
NCG42,OUT017,2134.92843727072
DRI13,OUT027,5804.90256209347
FDQ32,OUT013,2041.74034426492
FDW16,OUT035,1507.88197724884
FDU27,OUT046,763.998474679579
FDR28,OUT010,345.083473523938
FDQ49,OUT010,326.08693758758
FDS37,OUT046,1886.83138931578
FDW26,OUT018,3049.8455987468
FDX12,OUT018,3419.97060696376
NCP06,OUT013,2381.16665190024
FDW45,OUT010,325.250379196237
NCN30,OUT049,1543.60928591244
FDN24,OUT049,868.610444562884
NCL41,OUT027,868.825468786269
FDR02,OUT019,210.652600179291
FDD09,OUT010,447.271140494221
FDS33,OUT010,211.948640084332
FDU22,OUT045,1857.54993560632
FDI53,OUT013,2572.76849323889
DRH01,OUT049,2936.32203395953
FDX32,OUT013,2326.09929603368
NCP30,OUT018,535.97206252232
FDB60,OUT045,3032.00303790556
FDB14,OUT049,1589.83203705382
NCP02,OUT035,961.341816321424
FDJ10,OUT017,2375.24491669963
FDG34,OUT046,1812.51246881689
NCB18,OUT017,1442.64991122635
FDM16,OUT049,1202.98404253636
FDW25,OUT018,1175.68723298356
FDB35,OUT010,254.859969152637
DRN11,OUT013,2282.03751313553
FDF41,OUT019,560.166751083403
FDH16,OUT045,1322.41145606988
NCQ50,OUT018,2941.00307203974
DRH23,OUT018,774.541519904551
DRJ37,OUT013,2423.81948622753
DRJ24,OUT027,4928.54152364024
FDY16,OUT035,3084.9223440463
FDQ27,OUT045,1649.22349771904
FDZ33,OUT045,2318.5072556168
FDF29,OUT045,2012.99659708982
FDA08,OUT049,2766.69993711352
FDG31,OUT046,1048.04484360012
FDE34,OUT019,452.643863688568
NCR30,OUT027,1944.8272196482
FDV33,OUT035,4453.82225344908
DRZ24,OUT018,1659.40805526462
NCL54,OUT035,2935.04551285559
FDR12,OUT049,2911.43069726081
NCC54,OUT046,3983.57490487401
DRN59,OUT013,719.59741143444
FDX50,OUT019,211.116680310496
FDV31,OUT027,4759.11515098115
NCA29,OUT027,4584.5653079463
FDW60,OUT049,2983.00718463339
FDX08,OUT017,3080.68681523767
DRD49,OUT013,3818.87016162929
FDD33,OUT046,3808.19381038058
FDW35,OUT013,676.287220533872
FDJ36,OUT017,1727.63368775155
FDV51,OUT035,2827.06374257399
FDW36,OUT046,1703.43203563364
FDH35,OUT046,2714.97552688364
NCS30,OUT027,3453.88580958823
FDN49,OUT017,620.816731609484
FDL08,OUT018,3458.52136857248
FDI09,OUT013,4243.86766959774
FDP19,OUT018,1790.55965319021
FDU21,OUT010,78.8360148683757
NCP41,OUT045,1677.19578208061
FDY10,OUT013,1784.63060244786
FDP12,OUT018,498.950010579097
NCN26,OUT049,1910.5669322966
FDK44,OUT013,2820.57027319803
FDC28,OUT049,1753.45178670105
FDJ41,OUT027,6951.66292747694
NCT29,OUT035,2108.93551603369
NCH42,OUT019,558.527843296866
FDU60,OUT018,2357.8520299158
FDS02,OUT045,2967.67181691153
FDC51,OUT046,1963.36932067287
FDU03,OUT013,2987.14527428947
FDX39,OUT045,3360.34452786841
NCY05,OUT010,82.8467388099447
NCL06,OUT027,6929.51068890978
FDD32,OUT035,1370.98628696799
NCN41,OUT045,1908.90292563683
NCX53,OUT049,2358.40126033222
FDU57,OUT019,385.857936344821
FDQ23,OUT046,1702.32577171979
FDQ52,OUT045,3826.23191676128
FDC14,OUT045,632.052804215803
FDY09,OUT035,2994.19940451542
FDQ28,OUT045,2397.32790177951
FDV25,OUT046,3648.77957594683
FDJ07,OUT035,1974.56796259829
DRB25,OUT049,1760.16170540252
FDK52,OUT019,484.380974055449
FDY52,OUT027,1637.23061442834
FDB28,OUT046,3147.60778056273
FDT36,OUT035,604.54710139981
FDV25,OUT017,3777.30502484586
NCN07,OUT027,3475.24380379535
FDC57,OUT017,3287.06372534748
FDQ03,OUT018,3360.74005513699
FDU23,OUT017,2820.97165241386
NCX41,OUT035,3649.97542294862
NCD06,OUT035,773.546796903902
FDW08,OUT045,1662.47243684015
NCU29,OUT017,2431.17524346308
NCE06,OUT013,2566.30304363575
FDV52,OUT010,260.402900235725
FDB02,OUT017,3013.91184056113
NCR18,OUT045,654.089152218733
FDK16,OUT049,1515.42236802074
NCQ29,OUT010,707.924572302702
FDZ01,OUT019,289.559495054973
FDW27,OUT035,2715.75174911635
FDD17,OUT018,3241.78913797656
FDW39,OUT013,2891.98201631444
DRH59,OUT045,1118.41695089566
FDS52,OUT013,1573.73781352115
FDU40,OUT027,5129.9307844069
NCF54,OUT013,2745.47063915412
FDH46,OUT045,1604.43771363956
NCP14,OUT049,1708.14295143289
FDH50,OUT049,3184.2965218197
DRF15,OUT010,293.666846604375
FDV27,OUT027,2334.37995641635
NCJ06,OUT049,1981.45383991424
FDN02,OUT018,2891.48307110631
FDQ51,OUT049,766.195979567105
FDQ07,OUT017,3807.60302182109
FDS45,OUT049,1758.14704190239
NCJ06,OUT045,1870.74073672052
FDD36,OUT035,1961.59230440352
FDY25,OUT045,2886.11116626201
FDU52,OUT046,2441.93771494468
DRK47,OUT017,3810.89206764248
NCL30,OUT017,2123.83350450538
FDN22,OUT035,4355.11868799488
NCF30,OUT027,3328.03084355078
FDK03,OUT035,4329.45781794899
FDT45,OUT017,906.473592638476
NCC54,OUT027,6431.3013238722
FDP08,OUT018,2775.78538952469
FDU44,OUT046,2686.26388383915
DRG39,OUT035,862.469039721417
FDU32,OUT049,2030.45731529219
FDY27,OUT049,2908.05105744131
NCP54,OUT013,1953.83754914019
NCZ41,OUT049,2107.66563864883
DRL49,OUT013,2278.92432441134
FDI05,OUT018,1032.46877616059
FDY56,OUT045,3639.39786820869
DRC13,OUT013,2014.64543980102
NCV29,OUT017,3027.98263613481
FDR24,OUT049,1486.25842102473
FDZ34,OUT018,2692.35064817644
FDP37,OUT035,2079.28460068459
FDX08,OUT027,4832.58191767615
FDS57,OUT045,2192.94010808148
NCG18,OUT049,1676.87037490926
FDK25,OUT018,2289.7420616953
FDH53,OUT049,1319.83049204008
DRI59,OUT018,3079.54388007477
FDA52,OUT046,2849.22200448882
FDT20,OUT010,85.2205095808923
FDE36,OUT019,432.296273322069
FDI24,OUT017,2922.81794576557
FDB28,OUT018,2694.79520637139
FDV11,OUT017,3049.61564040796
FDP01,OUT046,2454.41181826199
