Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM22,OUT049,863.733073292489
FDJ03,OUT027,1379.09554481534
FDU14,OUT018,3477.5412813023
FDB33,OUT010,382.957137983822
FDP27,OUT046,3102.75926102046
FDO38,OUT010,186.717064500496
FDE28,OUT027,6145.17384168196
FDO27,OUT035,1569.62909316223
DRL23,OUT027,2763.86193098388
FDS28,OUT046,891.989599676536
FDX24,OUT013,1499.40270360831
FDZ02,OUT035,1592.40492779742
FDL46,OUT045,1839.98984515849
FDS60,OUT027,4753.4170238681
NCO06,OUT017,506.398845011822
FDO16,OUT035,1409.8370955559
FDC60,OUT049,1468.01677500689
FDA48,OUT018,3216.38602504426
FDZ36,OUT027,5013.46937691739
FDK27,OUT045,1892.23920651587
FDW23,OUT018,478.687759324364
FDM14,OUT018,1555.42372876702
FDM14,OUT013,1753.70876286394
FDW60,OUT018,2447.5761420001
FDE21,OUT013,1910.47359368821
NCM42,OUT035,1855.21076464564
FDY59,OUT010,223.750625843743
DRI49,OUT049,1321.80307707071
FDT28,OUT019,355.697755873871
FDQ22,OUT018,442.404914369945
FDR60,OUT049,1245.75954274051
FDC50,OUT019,225.850882951051
FDV24,OUT013,2486.04723376862
DRF48,OUT010,471.610369422914
FDQ47,OUT046,599.945825819819
DRN36,OUT049,1588.78041662295
NCY06,OUT035,2155.04080335997
FDE52,OUT035,1488.78490713589
NCB54,OUT045,2006.32423451396
NCF31,OUT035,2555.17766024137
FDJ08,OUT027,5209.2076433215
NCC07,OUT017,1770.19275409742
NCD19,OUT027,1481.1853966038
FDL46,OUT049,1960.26427610046
FDM20,OUT045,3720.50737785136
NCI06,OUT010,431.565155147512
DRM11,OUT035,4363.15641848803
NCH07,OUT018,2344.80399704676
FDS23,OUT013,2113.67391226188
FDO49,OUT018,743.464309310542
FDS35,OUT049,1062.26016910273
DRK39,OUT045,1286.07772398262
DRI39,OUT049,936.943424945313
FDV04,OUT017,2626.64286817396
NCN14,OUT035,3070.81043377901
FDH08,OUT013,3765.74962340155
FDS20,OUT046,3005.83355986831
FDV40,OUT049,1228.54080986795
FDZ48,OUT010,256.635760891173
FDS24,OUT027,2391.21276268406
FDK44,OUT049,2622.95508763937
FDS48,OUT045,2403.86679702212
FDK26,OUT010,451.991794247591
FDD23,OUT045,3067.94001547134
NCH54,OUT017,2684.70900161712
NCP14,OUT010,253.881216790339
FDM60,OUT010,90.1808581321111
FDV24,OUT017,2502.99130209981
FDH08,OUT018,3229.6335439479
FDS12,OUT027,3451.9875039363
FDR39,OUT027,4867.48246087733
FDP12,OUT027,927.503654121992
DRF60,OUT027,6257.22206550413
FDC09,OUT035,1739.54665748191
FDF50,OUT018,2884.4864498153
FDG28,OUT035,4093.30652464085
NCE19,OUT017,904.515627012899
NCM53,OUT010,258.308337844686
NCN18,OUT049,1802.07858346188
FDF32,OUT035,3348.78717349498
FDF11,OUT013,3951.10131017692
DRI59,OUT049,3733.7264773701
NCG54,OUT035,2835.35538011886
FDM44,OUT046,1645.9818861456
FDT57,OUT018,3230.03468411098
FDV24,OUT046,2486.39078317458
FDI50,OUT019,630.957400684459
FDS09,OUT035,844.017568621678
NCC31,OUT027,4096.19908156933
FDQ07,OUT019,528.566182217104
FDC22,OUT017,3202.59825364313
FDZ56,OUT046,2774.3760447575
FDZ40,OUT019,133.605766365499
FDS46,OUT027,3163.39669175762
DRD24,OUT045,2243.47779073389
FDV45,OUT017,3170.61700150522
FDL26,OUT045,2483.00923395818
FDA56,OUT018,1663.98198037485
FDN27,OUT046,1930.15609221519
FDM20,OUT049,3702.4136972364
FDO16,OUT017,1371.60489849166
FDL03,OUT035,3327.78823961339
FDE58,OUT046,1884.46340263517
FDI02,OUT027,3012.73262825519
NCC55,OUT019,87.6206526009524
FDR03,OUT018,2845.10023136304
FDB14,OUT017,1526.24570296553
FDR45,OUT013,3893.98017607197
NCN07,OUT017,2165.58421361441
FDM51,OUT019,253.013321655676
FDT52,OUT027,6393.78253245202
FDL26,OUT046,2527.03868521002
NCZ42,OUT046,3898.75744396445
DRI47,OUT019,346.961001103227
FDW40,OUT013,2309.19775196646
FDN34,OUT046,2784.92708082345
FDS01,OUT035,3064.35404515248
NCG55,OUT045,1836.98526499215
FDC11,OUT035,1459.72206894952
FDX35,OUT018,3330.19999302622
NCB06,OUT046,2658.13644202183
FDR09,OUT019,618.852891082091
FDC53,OUT017,1606.64221017101
FDY45,OUT013,4183.83391008605
FDA22,OUT010,391.300768403124
FDE02,OUT035,1573.71373907749
FDW21,OUT045,1594.2817726131
FDV34,OUT046,1233.83360169779
FDS59,OUT049,1790.47693304231
NCW17,OUT017,2154.73115766602
NCK54,OUT046,1898.95056312435
FDG17,OUT019,582.13046418627
FDG35,OUT017,2931.63363637386
FDD08,OUT010,88.9907378443676
NCO07,OUT017,3578.29887626005
FDJ10,OUT010,330.363190562156
FDW36,OUT017,1734.65377222348
FDW21,OUT010,235.406982445094
FDY19,OUT017,1964.11337178019
DRE03,OUT013,741.588195777226
NCC55,OUT049,614.96511796862
FDH52,OUT010,149.64577966965
FDO09,OUT017,4391.39047571594
FDU43,OUT045,3829.27701182265
FDX09,OUT010,424.341300618136
FDH40,OUT019,197.099237803308
FDW58,OUT017,1754.29546830136
FDC47,OUT017,3635.96273653139
NCR41,OUT035,1588.89380993792
DRG49,OUT035,4098.62656504224
FDC52,OUT027,3978.45108807305
FDY13,OUT046,1205.03061220022
FDY35,OUT013,707.851634519463
FDI35,OUT017,3089.92837034355
NCU18,OUT049,2334.8048518228
FDY33,OUT018,2315.87751623394
FDC15,OUT027,4230.70877309223
FDU01,OUT049,3073.59569617795
NCU42,OUT046,2757.53384115076
NCV29,OUT018,2461.59743263551
NCY30,OUT017,3093.57233705381
FDQ46,OUT049,1809.54763157482
FDG58,OUT027,4089.24863640691
FDK33,OUT017,3616.69285852333
NCD07,OUT045,1832.16871065344
NCX29,OUT027,3853.81176276745
NCT42,OUT013,2421.50413668309
DRN59,OUT035,750.363508625654
FDI44,OUT035,1304.76092865369
FDA45,OUT049,2943.88475464033
FDP31,OUT045,927.980359769757
FDY01,OUT046,1749.38979661541
FDT09,OUT018,1783.02617435137
DRH03,OUT027,2567.62695139344
FDA36,OUT018,2575.65763736329
NCF31,OUT017,2526.23194150682
FDG14,OUT049,2501.21861505546
FDG28,OUT027,6423.3453408926
FDU14,OUT049,4114.63900067452
FDY47,OUT019,308.844700304954
FDI56,OUT049,1472.27865550223
DRD01,OUT013,906.737612475272
FDM22,OUT046,887.152984003777
FDH33,OUT013,678.889740417581
DRZ24,OUT013,1932.02881007645
NCQ38,OUT046,1711.11281090676
FDO16,OUT027,2255.05541610749
FDU07,OUT027,3688.18825622726
NCB07,OUT013,3178.78812411374
FDU48,OUT045,2110.83719250328
NCM43,OUT045,2636.82961786066
FDR31,OUT010,334.000884411256
DRK49,OUT018,446.439950116791
NCI30,OUT010,582.611867696229
DRD60,OUT017,3010.57462316071
NCG19,OUT046,3850.62694583796
FDH12,OUT035,1721.80859374514
FDM32,OUT035,1539.26078687474
FDM27,OUT035,2552.16133268273
NCU53,OUT027,4427.0034675191
NCQ18,OUT046,1651.92747095763
FDS10,OUT013,2942.21634794223
FDB33,OUT027,4224.78143209519
FDI12,OUT013,1379.68818962346
NCW42,OUT013,3620.32005985154
NCC06,OUT018,1759.87074052069
FDW02,OUT017,2074.69568448821
NCD43,OUT017,1758.99708620295
FDM57,OUT018,1131.72024494113
FDA58,OUT017,3945.42026458919
FDK56,OUT046,3032.77847732259
FDP52,OUT045,3690.89895401174
FDW20,OUT018,1680.69105805336
FDS52,OUT049,1603.77224625784
NCT29,OUT018,1660.07236869317
NCL54,OUT013,2888.87166857114
FDC05,OUT045,3164.26478363228
FDF34,OUT035,3372.00267943771
FDP03,OUT027,3337.66068671759
FDD32,OUT010,193.668693876321
FDZ10,OUT045,2022.6369114719
FDZ40,OUT035,885.170524267301
FDD51,OUT018,535.424112568382
NCY30,OUT019,443.929254901081
FDP58,OUT017,3581.99963555823
FDV49,OUT017,4451.57410406732
FDY24,OUT019,130.162155497658
NCO55,OUT017,1779.12844861405
FDR13,OUT017,1968.72702590675
FDS51,OUT017,1021.14647467993
FDP26,OUT045,1650.32712209524
NCB54,OUT027,3445.81340864618
FDF32,OUT017,3294.35336309462
FDN31,OUT018,2637.23887449503
DRM48,OUT017,591.2510318982
FDN20,OUT049,2801.50494395433
DRL01,OUT046,3784.43115991674
FDV56,OUT049,1753.84455462812
DRH13,OUT027,2879.44412562463
FDA03,OUT017,2414.58938340959
FDF47,OUT027,5913.61886756233
FDX32,OUT046,2206.14211681767
FDX57,OUT049,1577.20420177807
NCA30,OUT045,3048.08605824256
FDO49,OUT013,772.005996626783
FDL04,OUT019,249.430078535992
DRM48,OUT035,603.909276160708
FDR16,OUT013,3486.1286414322
NCC19,OUT018,2852.77528129985
NCE42,OUT045,3711.24538195355
FDY24,OUT017,831.17778547604
FDH19,OUT049,2944.05190336519
FDJ46,OUT013,2805.47601650721
FDN45,OUT010,543.901771262793
FDY08,OUT035,2298.11154655513
FDZ37,OUT035,1461.06758865757
NCT30,OUT045,747.576043828365
DRY23,OUT018,493.60551781182
NCZ30,OUT018,1662.28773572316
FDC44,OUT018,1620.15808942015
FDB45,OUT035,1773.60820543945
FDY04,OUT013,2483.79387812843
FDM27,OUT046,2601.48619481211
FDZ43,OUT017,4038.82337762491
FDT39,OUT019,351.224617623306
NCC06,OUT019,293.294154781338
FDL15,OUT027,4033.03946883327
FDL57,OUT017,4301.93590287214
FDU08,OUT046,1596.87106270786
FDK40,OUT017,4456.25614604877
FDQ12,OUT010,520.557575570358
FDS48,OUT017,2541.65646592405
FDP09,OUT045,3370.77608334835
FDW21,OUT049,1620.60202087618
FDY25,OUT035,3043.15453452406
DRE13,OUT017,1419.78697585539
FDV43,OUT019,93.3773254488333
FDD22,OUT045,1765.20036335113
FDM46,OUT019,232.466093946776
NCO30,OUT010,459.856379008006
FDM25,OUT046,2799.30289420169
NCN41,OUT049,2023.45260525427
FDU24,OUT045,1493.82745701521
FDZ50,OUT046,3001.32358960535
FDP45,OUT013,4139.09823164435
NCM54,OUT045,1996.82564334166
FDW10,OUT019,420.048283321911
FDP20,OUT017,2013.70710726674
FDK32,OUT046,2451.45647161689
FDN52,OUT049,1423.13274415164
FDM58,OUT045,1753.89537948658
FDZ46,OUT027,2960.5821912226
NCA18,OUT018,1630.48717476037
FDD35,OUT046,1999.41902641265
NCK31,OUT035,825.54182042498
FDI40,OUT027,2734.09532655918
FDT50,OUT019,230.686253585378
NCT06,OUT046,2693.27812820596
FDT31,OUT035,3210.91280013972
FDT45,OUT049,852.576178638705
FDT13,OUT045,2984.3287417816
FDO50,OUT045,1436.19541784854
NCU18,OUT010,325.340397419971
NCR54,OUT049,3234.37044903107
NCO18,OUT018,2460.93619673137
FDU09,OUT045,888.925714026311
FDT13,OUT018,2599.42585433904
FDE09,OUT046,1819.85462525778
NCK53,OUT019,245.984929021727
FDG45,OUT049,3530.52922662221
DRH15,OUT035,732.037655146739
FDO21,OUT019,537.170128582742
FDD14,OUT027,5000.98052628278
FDC09,OUT046,1630.56906563368
FDH45,OUT027,1115.99557194035
FDV32,OUT046,1051.99401178457
FDG12,OUT035,2022.3094063532
FDS32,OUT013,2286.89310362001
NCL55,OUT018,3509.40727918055
DRE01,OUT035,4046.23986410904
DRE15,OUT049,1246.9365421998
NCL42,OUT045,3935.13633897767
FDP31,OUT013,1013.49565091872
FDN33,OUT018,1333.49056833876
FDZ59,OUT046,2718.32464197516
FDE45,OUT010,410.031272797112
FDJ07,OUT013,1929.84036219037
FDQ45,OUT018,2536.95813101309
FDM33,OUT027,5787.87132366696
FDO15,OUT010,181.390929684889
FDM46,OUT013,1486.67400980905
FDR03,OUT045,3241.27662128207
FDY49,OUT018,2245.58109892825
FDQ60,OUT045,1900.09744719296
FDW10,OUT049,2906.11228161006
FDO51,OUT049,674.511615976247
FDJ40,OUT018,1493.87561114606
FDS20,OUT018,2547.45132143953
FDU45,OUT013,1829.13183934938
FDV02,OUT035,2828.97997084824
FDN09,OUT046,3978.15104345609
NCM55,OUT027,5015.04134050368
FDN23,OUT018,1999.64334252288
FDY31,OUT010,321.574915610398
FDW03,OUT010,276.378411441941
FDD14,OUT046,3040.26063645741
FDV23,OUT017,2032.95743030883
DRI03,OUT045,2789.23147448193
FDN13,OUT035,1628.34795701307
FDF45,OUT027,1659.9176425366
FDU46,OUT035,1468.72443597478
FDB57,OUT049,3701.52590006899
FDV12,OUT049,1620.23550894812
FDQ58,OUT013,2477.43473991284
NCA18,OUT017,1921.09176697317
FDH52,OUT049,994.884883383575
FDM24,OUT018,2117.4385506905
NCP43,OUT027,4538.35365428822
NCO18,OUT019,424.008669886779
FDM32,OUT017,1514.62421301519
NCL07,OUT017,615.777256919336
FDK03,OUT013,4133.50725441717
FDP59,OUT017,1694.0208938647
FDQ24,OUT049,3831.28609516622
FDQ16,OUT018,1494.14481759168
FDU44,OUT013,2600.68970546686
FDH28,OUT010,91.418635561273
FDV28,OUT019,84.4812557001482
FDM22,OUT045,848.919571192137
FDR56,OUT046,3224.12937573725
FDV39,OUT049,3263.61127409389
FDU37,OUT019,201.716677922885
FDQ11,OUT010,629.012781820912
FDX02,OUT045,3538.07234178329
NCS42,OUT018,1261.84859232214
FDY57,OUT027,2588.18112537589
FDB21,OUT049,3931.58319717223
FDE28,OUT017,3817.24954159091
FDQ55,OUT017,1916.37879160942
FDA48,OUT049,3693.52053506454
FDZ19,OUT045,2773.99295345461
NCC43,OUT045,3993.91885420573
NCV18,OUT046,1328.73569322895
NCA42,OUT018,2244.42668557585
FDY45,OUT046,4208.68584399002
NCC30,OUT045,2851.82370130972
FDM57,OUT013,1376.31308479617
FDL09,OUT010,394.783460105188
FDB09,OUT027,3339.43650152281
FDT44,OUT035,1976.67352974945
NCT06,OUT027,4358.15039698876
FDX26,OUT049,3015.54415555065
FDK32,OUT013,2499.25129728034
DRA12,OUT046,2339.00340416526
FDO46,OUT010,463.062173274115
FDE52,OUT013,1374.6557865684
NCH42,OUT045,3663.56352160237
FDV08,OUT035,703.018227470401
FDB47,OUT018,2982.31647115768
FDC28,OUT010,255.35375544648
FDD22,OUT046,1861.79184363093
FDS07,OUT027,3180.57910258396
DRI13,OUT045,3478.23795792464
FDG32,OUT018,3230.9928863947
FDU14,OUT017,4143.73927939775
FDD28,OUT019,149.195780747439
NCP41,OUT017,1831.02701353044
FDS08,OUT049,2889.32106347395
FDX47,OUT045,2497.6441141062
FDC53,OUT019,236.861153249074
FDQ19,OUT035,4116.36539800115
FDL14,OUT045,2457.12601154066
FDM33,OUT019,533.3209525876
FDA51,OUT045,1796.02321683043
FDZ27,OUT018,639.859539909988
FDT04,OUT046,668.129092934859
DRC13,OUT049,2059.17845244864
FDR16,OUT027,5645.440010907
FDQ03,OUT027,5816.33268515138
FDE38,OUT035,2824.90043214593
DRH23,OUT027,1647.27756518264
FDT11,OUT019,456.548322569249
FDD09,OUT035,3048.08337840895
FDR40,OUT045,1293.39348219629
FDX07,OUT017,3123.87155631244
FDR07,OUT035,1591.419182471
FDA51,OUT017,1769.15677366035
FDT59,OUT019,585.397402888785
FDF20,OUT017,3274.43611995613
FDR13,OUT045,1823.53099048439
FDY26,OUT049,3461.7791296292
FDW04,OUT017,2121.99311396427
FDK52,OUT017,3783.1663218339
FDN60,OUT049,2566.65324021432
FDM09,OUT019,415.108890751449
FDP46,OUT049,1431.77279460936
FDB50,OUT019,204.808361018175
NCQ29,OUT049,4283.67195079716
FDP16,OUT027,6398.49519068933
FDX33,OUT018,2356.02112518866
FDP07,OUT010,462.226589174267
FDN22,OUT046,4073.08836512803
FDF39,OUT049,4263.63492486224
FDS21,OUT017,1007.33273902746
NCM42,OUT013,1717.42760973565
FDK50,OUT019,434.566803096964
DRF13,OUT027,3897.30836144194
FDH35,OUT018,2291.78812883961
FDP60,OUT018,1360.39571454886
DRJ49,OUT027,3419.18476596495
NCT42,OUT019,345.087095332435
FDE38,OUT049,2756.48273423782
FDI04,OUT049,3289.18410635204
NCH54,OUT045,2510.44749188117
FDT56,OUT049,957.879875946631
DRD15,OUT018,3235.77099743823
FDV58,OUT013,3177.43909066631
FDP21,OUT049,2818.12020882323
FDH05,OUT013,3811.31553235402
FDR10,OUT027,4252.26217325515
NCP06,OUT045,2380.38532508207
FDF33,OUT049,1705.16055482344
DRK37,OUT013,3080.2705744681
DRH49,OUT045,1380.41851309772
FDT58,OUT013,2708.27301339239
FDD41,OUT018,1447.7205632189
FDP40,OUT018,1521.80160319647
FDM51,OUT027,2712.24295169867
FDO45,OUT010,201.889624388545
FDW33,OUT010,254.253562689549
FDY24,OUT045,858.19483963614
FDB10,OUT010,601.850668599834
FDM40,OUT035,2342.37165022531
NCI06,OUT017,3021.60808223085
FDW12,OUT019,334.631343737044
FDX48,OUT027,4129.90670829791
NCW05,OUT027,2850.7399427522
FDX27,OUT017,1538.58408936309
DRM37,OUT045,2941.89522784449
FDA38,OUT045,3845.74898930859
FDR36,OUT046,676.942078472168
FDZ45,OUT046,3264.57883048233
FDG05,OUT017,2639.79999173917
FDK28,OUT013,4231.37801106889
FDV47,OUT045,1357.83144569498
FDN21,OUT045,2550.9866145902
FDP20,OUT027,3478.7878455207
FDI35,OUT045,2917.8283310233
DRY23,OUT013,698.137791135089
FDA56,OUT017,2068.87356341212
FDB09,OUT013,2003.55071297532
NCO26,OUT027,3112.27542450228
FDQ49,OUT018,2241.50819423404
FDI52,OUT027,3244.98978655789
FDZ44,OUT027,3193.3403246794
FDZ09,OUT018,2423.99467661867
FDY03,OUT049,1888.93336075328
NCG42,OUT017,2158.20864455218
DRI13,OUT027,5718.19270818826
FDQ32,OUT013,2051.04723972566
FDW16,OUT035,1502.04966073707
FDU27,OUT046,757.901634899375
FDR28,OUT010,388.028447331931
FDQ49,OUT010,378.427761603288
FDS37,OUT046,1882.28165009587
FDW26,OUT018,3247.76913198672
FDX12,OUT018,3291.29537738416
NCP06,OUT013,2441.40901054126
FDW45,OUT010,327.060244197434
NCN30,OUT049,1540.62314575971
FDN24,OUT049,862.389785848469
NCL41,OUT027,895.484585948438
FDR02,OUT019,262.165047313538
FDD09,OUT010,434.720051648556
FDS33,OUT010,201.988566361899
FDU22,OUT045,1885.60417386683
FDI53,OUT013,2655.24709915226
DRH01,OUT049,2900.59734761825
FDX32,OUT013,2332.2871333737
NCP30,OUT018,433.803827277099
FDB60,OUT045,2997.60253079915
FDB14,OUT049,1526.24546739708
NCP02,OUT035,947.527961411512
FDJ10,OUT017,2327.29986869147
FDG34,OUT046,1846.57248565315
NCB18,OUT017,1442.87610377837
FDM16,OUT049,1200.59247649347
FDW25,OUT018,1163.68064827969
FDB35,OUT010,214.04682243754
DRN11,OUT013,2329.77202683223
FDF41,OUT019,582.209805764766
FDH16,OUT045,1386.01350372642
NCQ50,OUT018,2956.42165058898
DRH23,OUT018,771.945048032409
DRJ37,OUT013,2478.76804186029
DRJ24,OUT027,4937.82505016047
FDY16,OUT035,3076.04777085581
FDQ27,OUT045,1661.1548688664
FDZ33,OUT045,2392.50882085336
FDF29,OUT045,2086.84936381178
FDA08,OUT049,2701.08117503276
FDG31,OUT046,1052.92984993958
FDE34,OUT019,441.363025954158
NCR30,OUT027,2044.03362503683
FDV33,OUT035,4323.76499877869
DRZ24,OUT018,1656.51138051691
NCL54,OUT035,2903.51857230796
FDR12,OUT049,2871.4641030285
NCC54,OUT046,3966.0194712004
DRN59,OUT013,731.309620087785
FDX50,OUT019,258.092014322311
FDV31,OUT027,4817.40984139045
NCA29,OUT027,4620.04072866832
FDW60,OUT049,2948.73737081649
FDX08,OUT017,3092.05871125752
DRD49,OUT013,3863.87332099737
FDD33,OUT046,3787.22521827884
FDW35,OUT013,679.693827342086
FDJ36,OUT017,1690.19692129661
FDV51,OUT035,2817.76854454604
FDW36,OUT046,1736.71971652868
FDH35,OUT046,2708.8784466843
NCS30,OUT027,3472.96003004465
FDN49,OUT017,620.43801304433
FDL08,OUT018,3432.80754563
FDI09,OUT013,3982.92616234784
FDP19,OUT018,1876.46576920187
FDU21,OUT010,75.8888375064072
NCP41,OUT045,1694.56819514901
FDY10,OUT013,1825.42888553686
FDP12,OUT018,446.017625523756
NCN26,OUT049,1911.36212081257
FDK44,OUT013,2843.95866218383
FDC28,OUT049,1780.63650441977
FDJ41,OUT027,6536.7929425008
NCT29,OUT035,2067.48381507055
NCH42,OUT019,547.519421627069
FDU60,OUT018,2357.43171126297
FDS02,OUT045,3103.40866050941
FDC51,OUT046,2017.78227794308
FDU03,OUT013,2995.93159721256
FDX39,OUT045,3381.87902780284
NCY05,OUT010,86.8812136194986
NCL06,OUT027,6503.82919748489
FDD32,OUT035,1327.60729928545
NCN41,OUT045,1947.96637466913
NCX53,OUT049,2340.83501553973
FDU57,OUT019,347.945352147809
FDQ23,OUT046,1693.89539233733
FDQ52,OUT045,3959.62039155474
FDC14,OUT045,636.11474550002
FDY09,OUT035,3024.56635340332
FDQ28,OUT045,2495.0257974451
FDV25,OUT046,3632.57373239421
FDJ07,OUT035,1954.86066132902
DRB25,OUT049,1737.17308479353
FDK52,OUT019,542.522750424971
FDY52,OUT027,1650.5440450539
FDB28,OUT046,3212.68751905649
FDT36,OUT035,594.3964540749
FDV25,OUT017,3725.30228664821
NCN07,OUT027,3189.08481755265
FDC57,OUT017,3213.76210442427
FDQ03,OUT018,3356.98588010873
FDU23,OUT017,2831.95817284361
NCX41,OUT035,3645.38340069237
NCD06,OUT035,759.506982642507
FDW08,OUT045,1698.40597833365
NCU29,OUT017,2443.58203409736
NCE06,OUT013,2623.24051045369
FDV52,OUT010,266.603026541204
FDB02,OUT017,2924.89966000003
NCR18,OUT045,675.121392632958
FDK16,OUT049,1536.64294348711
NCQ29,OUT010,636.320804893425
FDZ01,OUT019,242.516892583353
FDW27,OUT035,2603.62113303348
FDD17,OUT018,3363.45135317574
FDW39,OUT013,2886.38322393531
DRH59,OUT045,1141.9517959526
FDS52,OUT013,1648.66527367159
FDU40,OUT027,5258.34312459949
NCF54,OUT013,2629.66901069143
FDH46,OUT045,1627.39727776786
NCP14,OUT049,1696.71552672218
FDH50,OUT049,3074.3771163503
DRF15,OUT010,354.759445909946
FDV27,OUT027,2400.82751853324
NCJ06,OUT049,1984.19335049474
FDN02,OUT018,2882.51422528478
FDQ51,OUT049,748.668960602742
FDQ07,OUT017,3726.1938376859
FDS45,OUT049,1726.47192136435
NCJ06,OUT045,1943.42640113807
FDD36,OUT035,1974.27436368775
FDY25,OUT045,2909.47368519625
FDU52,OUT046,2533.61941608271
DRK47,OUT017,3798.50376802404
NCL30,OUT017,2131.46391962945
FDN22,OUT035,4149.49897295905
NCF30,OUT027,3300.02438538192
FDK03,OUT035,4302.07411038437
FDT45,OUT017,898.777458871831
NCC54,OUT027,6302.07481613267
FDP08,OUT018,2864.57757923622
FDU44,OUT046,2630.2474959578
DRG39,OUT035,857.659370953727
FDU32,OUT049,2013.82303144686
FDY27,OUT049,2929.60178140747
NCP54,OUT013,2000.7897372006
NCZ41,OUT049,2082.92943621826
DRL49,OUT013,2313.35941336506
FDI05,OUT018,1053.24643540384
FDY56,OUT045,3607.39916169474
DRC13,OUT013,2040.39733217321
NCV29,OUT017,3047.00290337338
FDR24,OUT049,1453.95174944079
FDZ34,OUT018,2662.92969424084
FDP37,OUT035,2093.00146973353
FDX08,OUT027,5003.17501262927
FDS57,OUT045,2244.15128675569
NCG18,OUT049,1682.17710359287
FDK25,OUT018,2450.56522621284
FDH53,OUT049,1318.54982654455
DRI59,OUT018,3174.16274768455
FDA52,OUT046,2901.53070971043
FDT20,OUT010,88.7349249000984
FDE36,OUT019,384.142319115523
FDI24,OUT017,2906.81098059866
FDB28,OUT018,2927.39176254786
FDV11,OUT017,2946.19541958284
FDP01,OUT046,2501.59060604754
